[Groups],,,,,,,,,,,,
!Label,!Description,!Active?,,,,,,,,,,
Program Admin,Individual program administrative group.,Yes,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Programs],,,,,,,,,,,,
!Label,!Abbreviation,!Description,!Merchant Code,!Service Code,,,,,,,,
JA,Personal Information,,20,Yes,,,,,,,,
JA,Addresses,,30,Yes,,,,,,,,
JA,Courses,,50,No,,,,,,,,
JA,Work Experience,,60,No,,,,,,,,
JA,Wiring Experience,,62,No,,,,,,,,
JA,Practical Work Experience,,64,No,,,,,,,,
JA,Education,,70,No,,,,,,,,
JA,References,,82,No,,,,,,,,
JA,Other Professional Licenses,,84,No,,,,,,,,
JA,Supporting Documents,,90,No,,,,,,,,
JA,Screening Questions,,100,Yes,,,,,,,,
A,License Information,,10,Yes,,,,,,,,
A,Personal Information,,20,Yes,,,,,,,,
A,Addresses,,30,Yes,,,,,,,,
A,Courses,,50,No,,,,,,,,
A,Work Experience,,60,No,,,,,,,,
A,Wiring Experience,,62,No,,,,,,,,
A,Practical Work Experience,,64,No,,,,,,,,
A,Education,,70,No,,,,,,,,
A,References,,82,No,,,,,,,,
A,Other Professional Licenses,,84,No,,,,,,,,
A,Supporting Documents,,90,No,,,,,,,,
A,Screening Questions,,100,Yes,,,,,,,,
A,Variant,,11,No,,,,,,,,
SA,License Information,,10,Yes,,,,,,,,
SA,Personal Information,,20,Yes,,,,,,,,
SA,Addresses,,30,Yes,,,,,,,,
SA,Courses,,50,No,,,,,,,,
SA,Work Experience,,60,No,,,,,,,,
SA,Wiring Experience,,62,No,,,,,,,,
SA,Practical Work Experience,,64,No,,,,,,,,
SA,Education,,70,No,,,,,,,,
SA,References,,82,No,,,,,,,,
SA,Other Professional Licenses,,84,No,,,,,,,,
SA,Supporting Documents,,90,No,,,,,,,,
SA,Screening Questions,,100,Yes,,,,,,,,
C,License Information,,10,Yes,,,,,,,,
C,Personal Information,,20,Yes,,,,,,,,
C,Addresses,,30,Yes,,,,,,,,
C,Courses,,50,No,,,,,,,,
C,Work Experience,,60,No,,,,,,,,
C,Wiring Experience,,62,No,,,,,,,,
C,Practical Work Experience,,64,No,,,,,,,,
C,Education,,70,No,,,,,,,,
C,References,,82,No,,,,,,,,
C,Other Professional Licenses,,84,No,,,,,,,,
C,Supporting Documents,,90,No,,,,,,,,
C,Screening Questions,,100,Yes,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Dwelling Types],,,,,,,,,,,,
!Label,!Active?,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Firm Types],,,,,,,,,,,,
!Label,,,,,,,,,,,,
Certified Bakery or Establishment.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Variants],,,,,,,,,,,,
!Label,!Abbreviation,!Description,,,,,,,,,,
Blue Widgets,B,Can develop on the Blue Widget platform.,,,,,,,,,,
Red Widgets,R,Can develop on the Red Widget platform.,,,,,,,,,,
White Cake,WH,Able to bake white cupcakes.,,,,,,,,,,
Chocolate Cake,CH,Able to bake chocolate cupcakes.,,,,,,,,,,
Strawberry Cake,ST,Able to bake strawberry cupcakes.,,,,,,,,,,
Sprinkles,SP,Able to add sprinkles to cupcakes.,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[License Types to Variants Associations],,,,,,,,,,,,
!License Type Label,!Variant Abbr,,,,,,,,,,,
WD,B,,,,,,,,,,,
WD,R,,,,,,,,,,,
WE,B,,,,,,,,,,,
WE,R,,,,,,,,,,,
CCB,WH,,,,,,,,,,,
CCB,CH,,,,,,,,,,,
CCB,ST,,,,,,,,,,,
CCB,SP,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Managers],,,,,,,,,,,,
!Manager Type,!Associated Account,!Primary Manager?,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Output Document Types],,,,,,,,,,,,
!Associated With,!Trigger,!Element,!Label,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Program Certificate Associations],,,,,,,,,,,,
!Program Abbreviation,!Certificate Name,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Practical Work Experience Types to Programs Associations],,,,,,,,,,,,
!Program Abbreviation,!Label,!Order,,,,,,,,,,
IFN,Apprenticeship,20,,,,,,,,,,
IFN,Consulting,40,,,,,,,,,,
IFN,Contract,50,,,,,,,,,,
IFN,Other ,60,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Practical Work Percentage Types],,,,,,,,,,,,
!Label,!Enabled,,,,,,,,,,,
Blue Widgets,Yes,,,,,,,,,,,
Red Widgets,Yes,,,,,,,,,,,
"Other Widgets (Green, Orange, Purple)",Yes,,,,,,,,,,,
Other ,Yes,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Programs to Registered Plugins Associations],,,,,,,,,,,,
!Program Abbreviation,!Registered Plugin Label,,,,,,,,,,,
IFN,Continuing Education,,,,,,,,,,,
IFN,Licenses,,,,,,,,,,,
IFN,Output Documents,,,,,,,,,,,
IFN,Payments,,,,,,,,,,,
IFN,Reports,,,,,,,,,,,
IFN,Accounts,,,,,,,,,,,
DIW,Continuing Education,,,,,,,,,,,
DIW,Licenses,,,,,,,,,,,
DIW,Output Documents,,,,,,,,,,,
DIW,Payments,,,,,,,,,,,
DIW,Reports,,,,,,,,,,,
DIW,Accounts,,,,,,,,,,,
ICB,Continuing Education,,,,,,,,,,,
ICB,Licenses,,,,,,,,,,,
ICB,Output Documents,,,,,,,,,,,
ICB,Payments,,,,,,,,,,,
ICB,Reports,,,,,,,,,,,
ICB,Accounts,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Questions to License Types Associations],,,,,,,,,,,,
!License Type Abbr,!Question,,,,,,,,,,,
CCB,Do you like baking cupcakes?,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Screening Questions to License Types Associations],,,,,,,,,,,,
!License Type Abbr,!Question,!Correct Answer (Yes/No),,,,,,,,,,
WD,Have you ever developed Rainbow widgets?,No,,,,,,,,,,
WD,Do you think widgets are the future of programming?,Yes,,,,,,,,,,
WE,Have you developed both Red and Blue widgets?,Yes,,,,,,,,,,
CCB,Have you ever caused someone to get food poisoning?,No,,,,,,,,,,
CCB,Would you feel bad if you did give someone food poisoning?,Yes,,,,,,,,,,
CCB,Food poisoning is bad. Do you agree?,Yes,,,,,,,,,,
JA,Have you taken the appropriate course?,Yes,,,,,,,,,,
A,Have you taken the appropriate course?,Yes,,,,,,,,,,
SA,Have you taken the appropriate course?,Yes,,,,,,,,,,
SA,Have you ever used fiber with a quantum computer?,No,,,,,,,,,,
C,Have you taken the appropriate course?,Yes,,,,,,,,,,
C,Have you completed your apprenticeship?,Yes,,,,,,,,,,
C,Have you ever used fiber with a quantum computer?,No,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Third Party Tests],,,,,,,,,,,,
!Label,!Interim Period (in days),!Enabled,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Third Party Test Assignment Associations],,,,,,,,,,,,
!Course Catalog Abbr,!License Type Abbr,!Third Party Test Label,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Work Experience Types],,,,,,,,,,,,
!Label,,,,,,,,,,,,
Baker,,,,,,,,,,,,
Network Specialist,,,,,,,,,,,,
Telecom Administrator,,,,,,,,,,,,
System Administrator,,,,,,,,,,,,
Networt Consultant,,,,,,,,,,,,
Widget Designer,,,,,,,,,,,,
Widget Programmer,,,,,,,,,,,,
Widget Quality Assurance,,,,,,,,,,,,
Blue Widget Manager,,,,,,,,,,,,
Red Widget Manager,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
[Abatement Statuses],,,,,,,,,,,,
!Label,,,,,,,,,,,,
